filename,num_timesteps,num_timesteps_missing,avg_spatial_coverage,num_timesteps_abovecov,temporal_coverage,assesment_temporal,assesment_spatial
17NRB_00,57,57,29.908725671600877,7,12.280701754385966,low,low
17NRB_01,65,65,30.79547588641827,12,18.46153846153846,low,low
17NRB_02,57,57,21.14841394257127,4,7.017543859649122,low,low
17NRB_03,59,59,15.81669177039195,5,8.474576271186441,low,low
17NRB_04,60,60,25.072886149088543,6,10.0,low,low
17NRB_05,60,57,38.6322021484375,16,26.666666666666668,low,low
17NRB_06,59,55,69.46020611261918,39,66.10169491525424,low,low
17NRB_07,57,57,33.16131056400768,12,21.05263157894737,low,low
17NRB_08,57,57,40.69733201411732,17,29.82456140350877,low,low
17NRB_09,60,60,31.927693684895832,14,23.333333333333332,low,low
17NRB_10,60,56,51.37115478515625,26,43.333333333333336,low,low
17NRB_11,57,54,32.08468253152412,12,21.05263157894737,low,low
17NRB_12,60,56,34.9993896484375,16,26.666666666666668,low,low
17NRB_13,60,60,26.151987711588543,12,20.0,low,low
17NRB_14,57,54,44.22719855057566,18,31.57894736842105,low,low
17NRB_15,60,60,38.954315185546875,16,26.666666666666668,low,low
17NRB_16,57,57,33.63778632983827,10,17.54385964912281,low,low
17NRB_17,57,55,30.86976168448465,13,22.80701754385965,low,low
17NRB_18,60,60,26.081441243489582,6,10.0,low,low
17NRB_19,60,56,59.046834309895836,28,46.666666666666664,low,low
17NRB_20,60,60,25.538686116536457,10,16.666666666666668,low,low
17NRB_21,57,56,36.79129617256031,14,24.56140350877193,low,low
17NRB_22,57,57,43.002587033991226,17,29.82456140350877,low,low
17NRB_23,60,59,43.425699869791664,21,35.0,low,low
17NRB_24,60,59,30.203603108723957,11,18.333333333333332,low,low
17NRB_25,57,54,64.26715516207511,33,57.89473684210526,low,low
17NRB_26,62,60,31.761366321194558,8,12.903225806451612,low,low
17NRB_27,60,55,61.031392415364586,31,51.666666666666664,low,low
17NRB_28,60,60,20.912984212239582,6,10.0,low,low
