filename,num_timesteps,num_timesteps_missing,avg_spatial_coverage,num_timesteps_abovecov,temporal_coverage,assesment_temporal,assesment_spatial
eopatch-01,38,34,87.95170526315789,31,81.57894736842105,high,high
eopatch-02,22,22,92.5338909090909,20,90.9090909090909,high,high
eopatch-03,48,47,80.46645,39,81.25,high,high
eopatch-04,38,38,87.26614736842106,32,84.21052631578948,high,high
eopatch-05,38,32,89.33844210526313,32,84.21052631578948,high,high
eopatch-06,38,37,85.16867368421052,32,84.21052631578948,high,high
eopatch-07,44,42,86.27916363636363,38,86.36363636363636,high,high
eopatch-08,38,37,89.66888421052631,33,86.84210526315789,high,high
eopatch-09,19,18,93.86517894736843,18,94.73684210526316,high,high
eopatch-10,38,38,88.7580210526316,32,84.21052631578948,high,high
eopatch-11,38,38,87.11524210526315,33,86.84210526315789,high,high
eopatch-12,38,36,85.40606315789472,30,78.94736842105263,high,high
eopatch-13,38,38,89.66227368421052,34,89.47368421052632,high,high
eopatch-14,38,37,88.3848842105263,31,81.57894736842105,high,high
eopatch-15,38,37,91.81263157894736,35,92.10526315789474,high,high
eopatch-16,38,33,85.88833684210526,30,78.94736842105263,high,high
eopatch-17,25,21,82.404096,19,76.0,high,high
eopatch-18,38,37,83.89427368421053,30,78.94736842105263,high,high
eopatch-19,38,34,80.82837894736842,26,68.42105263157895,low,high
eopatch-20,19,19,86.62509473684212,16,84.21052631578948,high,high
eopatch-21,38,36,87.97882105263155,32,84.21052631578948,high,high
eopatch-22,46,31,85.19474782608694,39,84.78260869565217,high,high
eopatch-23,47,45,82.0744170212766,35,74.46808510638297,high,high
eopatch-24,19,19,94.58155789473685,18,94.73684210526316,high,high
eopatch-25,44,44,86.84258181818183,36,81.81818181818181,high,high
